ISBN,Title,Author,Description,Unformatted Tags,Formatted Tags
123456789,Little messy Marcy Su,Cherie Fu,desc(isbn_from_words(bookList[i][0])),[],"[['language', 'rhyming', 'development', 'semantic development'], ['multilingual text', 'Mandarin Chinese tones with comparable English examples', 'code-switching'], ['language:word learning'], ['cognition:executive function'], ['inhibition:inhibition'], ['responsibility:responsibility']]"
123456789,Little roja riding hood,susan middleton elya,desc(isbn_from_words(bookList[i][0])),['glossary/pronunciation guide'],"[['multilingual text', 'Spanish and English', 'code-switching'], ['cognition', 'reasoning and decision making skills'], ['language:word learning'], ['language:rhyming'], ['fairy tales:fairy tales'], ['telenovela cultural aspect:telenovela cultural aspect'], ['religious references:religious references'], ['cognition:cognitive development']]"
123456789,lola goes to school,anna mc quinn,desc(isbn_from_words(bookList[i][0])),[],
123456789,look,fiona woodcock,desc(isbn_from_words(bookList[i][0])),[],"[['language', 'sounds and spelling'], ['cognition:creative thinking/solutions'], ['language:useful for speech pathologist'], ['language:helpful for teaching spelling']]"
123456789,Loud Mouse,Cara Mentzel & Idina Menzel,desc(isbn_from_words(bookList[i][0])),['anxiety/fear'],"[['self-confidence'], ['empowerment:empowerment'], ['social:finding your voice'], ['change:change'], ['leaving comfort zone:leaving comfort zone'], ['language:adjectives'], ['perception:motion'], ['perception:color'], ['language:similes'], ['different:being different'], ['puberty:puberty']]"
123456789,Love made me more,Colleen Rowan Kosinski,desc(isbn_from_words(bookList[i][0])),[],"[['family', 'generations'], ['growing up:Growing up'], ['change:change'], ['major life events:major life events'], ['transitions:transitions'], ['relationship changes with time:relationship changes with time']]"
123456789,Love You Forever,Robert Munsch,desc(isbn_from_words(bookList[i][0])),[],"[['family', 'parent-child relationships'], ['childhood'], ['adulthood'], ['growth:growth'], ['change:change'], ['puberty:puberty']]"
123456789,Maiden & Princess,Daniel Haack & Isabel Galupo,desc(isbn_from_words(bookList[i][0])),[],"[['gender', 'roles', 'breaking the binary'], ['sex-typing'], ['sexual attraction spectrum:sexual attraction spectrum'], ['acceptance:acceptance'], ['support:support'], ['gender:norms'], ['family:love'], ['gay marriage:gay marriage'], ['sex roles:sex roles'], ['language:rhyming'], ['culture:identity']]"
123456789,Maybe Something Beautiful,Isabel Campoy and Theresa Howell,desc(isbn_from_words(bookList[i][0])),[],
123456789,Me and my fear,Francesca Sanna,desc(isbn_from_words(bookList[i][0])),['anxiety/fear'],"[['emotions', 'anxiety', 'fear'], ['social:realizing others have fear']]"
123456789,"Minnies Diner,a multiplying menu",Dayle Anne Dodds,desc(isbn_from_words(bookList[i][0])),"['daily tasks/activities/routines', 'lots of rhyming']","[['math', 'basic math', 'doubling'], ['language:word play'], ['language:rhyming']]"
123456789,music class today,david weinstone,desc(isbn_from_words(bookList[i][0])),[],
123456789,My family's changing,Pat Thomas,desc(isbn_from_words(bookList[i][0])),['help others'],"[['family', 'structures'], ['emotions', 'anger', 'sadness', 'confusion'], ['difficult topics:Divorce'], ['family:love'], ['change:change'], ['transitions:transitions']]"
123456789,My Friend Maggie,Hannah E. Harrison,desc(isbn_from_words(bookList[i][0])),[],
123456789,My Hair Is Poofy & That's Okay,Nikkolas Smith,desc(isbn_from_words(bookList[i][0])),[],
123456789,My name is Yoon,Helen Recorvits,desc(isbn_from_words(bookList[i][0])),[],"[['language', 'word learning', 'differences'], ['culture', 'differences'], ['family', 'pride'], ['language:alphabet'], ['language:meaning'], ['immigration:immigration'], ['leaving comfort zone:leaving comfort zone'], ['starting at a new school:starting at a new school'], ['imagination:imagination'], ['creativity:creativity'], ['names have meaning:names have meaning'], ['social:friendship']]"
123456789,my pet feet,josh funk & billy yong,desc(isbn_from_words(bookList[i][0])),[],
123456789,my storee,paul russell and aska,desc(isbn_from_words(bookList[i][0])),[],"[['(dis)ability', 'dyslexia'], ['imagination'], ['knowledge'], ['education'], ['acceptance'], ['understanding'], ['uniqueness:uniqueness']]"
123456789,My Town Mi Pueblo,Nicholas Solis,desc(isbn_from_words(bookList[i][0])),['Similarities/differences'],"[['social', 'connection', 'identity'], ['culture', 'customs', 'heritage', 'differences', 'competence'], ['multilingual text', 'Spanish and English'], ['family'], ['language:word learning'], ['community:community'], ['borders:borders'], ['culture:identity'], ['culture:similarities'], ['culture:differences'], ['cognition:awareness'], ['knowledge:knowledge'], ['skills:skills']]"
123456789,Nana Loves You More,Jimmy Fallon,desc(isbn_from_words(bookList[i][0])),[],
123456789,Nell plants a tree,Anne Wynter,desc(isbn_from_words(bookList[i][0])),"['light/lighting', 'rituals/traditions']","[['family'], ['actions and consequences:Actions and consequences'], ['perception:motion'], ['growth:growth'], ['family:time'], ['family:generations'], ['culture:activities']]"
123456789,no more por favor,susan middleton elya,desc(isbn_from_words(bookList[i][0])),[],"[['multilingual text', 'Spanish and English'], ['language', 'glossary', 'pronunciation guide', 'word learning'], ['picky eaters'], ['language:rhyming']]"
123456789,"No,David!",David Shannon,desc(isbn_from_words(bookList[i][0])),[],"[['family', 'parent-child relationships', 'authoritarian parenting', 'parenting styles'], ['actions and consequences'], ['social', 'insecure attachment', 'attachment'], ['self-acceptance'], ['language:minimal but repetitive text'], ['have to use pictures to decipher meaning:have to use pictures to decipher meaning']]"
123456789,Nosotros Means (A bilingual Story),Paloma Valdivia,desc(isbn_from_words(bookList[i][0])),[],"[['multilingual text', 'Spanish and English'], ['family', 'parent-child relationships'], ['language:word learning'], ['seasons:seasons'], ['family:time'], ['growing up:growing up'], ['change:change']]"
123456789,Not All Sheep Are Boring,Bobby Moynihan,desc(isbn_from_words(bookList[i][0])),[],
123456789,"Oh,the Places You'll Go!",Dr. Seuss,desc(isbn_from_words(bookList[i][0])),[],
123456789,Old Friends,Margaret Aitken,desc(isbn_from_words(bookList[i][0])),[],
123456789,Once I was very very scared,Chandra Ghosh Ippen,desc(isbn_from_words(bookList[i][0])),[],
123456789,One red sock,Jennifer Sattler,desc(isbn_from_words(bookList[i][0])),['perseverance'],"[['perception', 'color'], ['emotions', 'worrying what others think'], ['language:rhyming'], ['cognition:creative thinking/solutions'], ['perfectionism:perfectionism'], ['emotions:frustration'], ['sometimes imperfect is just right:sometimes imperfect is just right']]"
123456789,Our Skin! A first conversation about race,"Megan Madison,Jessica Ralli,& Isabel Roxas",desc(isbn_from_words(bookList[i][0])),[],
123456789,Owl Babies,Martin Waddell,desc(isbn_from_words(bookList[i][0])),[],
123456789,"Patients,Patches",Christy Mihaly,desc(isbn_from_words(bookList[i][0])),['different types of family'],"[['family', 'new siblings'], ['routines'], ['different perspectives'], ['patience:Patience'], ['family:new baby'], ['cognition:stages of consciousness'], ['perception:motion'], ['growth:growth']]"
123456789,penguin cha cha,kristi valiant,desc(isbn_from_words(bookList[i][0])),[],
123456789,Pink Is for Boys,Robb Pearlman,desc(isbn_from_words(bookList[i][0])),[],"[['perception', 'motion', 'figure-ground segregation'], ['gender', 'norms'], ['sex-typing'], ['breaking norms:breaking norms'], ['gender:expectations'], ['gender:roles'], ['perception:Gestalt principles'], ['perception:similarity'], ['perception:proximity'], ['perception:common region'], ['(dis)ability:diversity']]"
123456789,Play this Book,"Jessica Young,Daniel Wiseman",desc(isbn_from_words(bookList[i][0])),[],"[['body', 'bodily autonomy', 'consent', 'language', 'gestures'], ['social:multiple types of communication'], ['parental guide:parental guide']]"
123456789,"Polar bear,polar bear what do you hear",Bill Martin Jr and Eric Carle,desc(isbn_from_words(bookList[i][0])),[],
123456789,Prince & Knight,Daniel Haack & Stevie Lewis,desc(isbn_from_words(bookList[i][0])),"['anxiety/fear', 'critical thinking/problem-solving']","[['gender', 'roles', 'norms'], ['sex-typing'], ['language:rhyming'], ['sex roles:sex roles'], ['sexual attraction spectrum:sexual attraction spectrum'], ['bravery:bravery'], ['heroism:heroism'], ['culture:identity'], ['family:love'], ['support:support'], ['acceptance:acceptance'], ['gay marriage:gay marriage']]"
123456789,Ready to fly,Lea Lyon and A. LaFaye,desc(isbn_from_words(bookList[i][0])),"['determination', 'perseverance']","[['persistence'], ['perception:Motion perception'], ['cognition:creative thinking/solutions'], ['difficult topics:racism']]"
123456789,Red: a crayon's story,Michael Hall,desc(isbn_from_words(bookList[i][0])),[],"[['(dis)ability', 'autism'], ['different perspectives'], ['self-acceptance'], ['different:Being different'], ['labels:labels'], ['culture:identity']]"
123456789,Remember,Joy Harjo,desc(isbn_from_words(bookList[i][0])),[],"[['perception', 'use of color'], ['family', 'connection'], ['culture', 'memory'], ['family:generations']]"
123456789,Remixed: A blended family,Arree Chung,desc(isbn_from_words(bookList[i][0])),"['different types of family', 'anxiety/fear']","[['family', 'activities', 'dynamics', 'interactions', 'blended'], ['difficult topics:divorce']]"
123456789,Rosa's song,Helena Ku Rhee,desc(isbn_from_words(bookList[i][0])),['giving/sharing'],"[['social', 'finding your place', 'connection', 'kindness', 'making friends'], ['emotions', 'sadness', 'homesickness'], ['culture', 'differences'], ['immigration:Immigration'], ['emotions:loneliness'], ['imagination:imagination'], ['perception:motion perception'], ['perception:shadow'], ['language:word learning'], ['social:friendship'], ['family:love']]"
123456789,Seven ate nine,Tara Lazar,desc(isbn_from_words(bookList[i][0])),[],"[['cognition', 'critical thinking', 'problem-solving'], ['process of solving a mystery:process of solving a mystery'], ['identity crisis:identity crisis']]"
123456789,Skater Cielo,Rachel Katstaller,desc(isbn_from_words(bookList[i][0])),"['anxiety/fear', 'determination', 'glossary/pronunciation guide']",
123456789,Some bodies,Sophie Kennen,desc(isbn_from_words(bookList[i][0])),[],"[['body', 'image', 'shapes and sizes'], ['skin tone:skin tone'], ['uniqueness:uniqueness'], ['(dis)ability:diversity'], ['language:rhyming'], ['different:individual differences']]"
123456789,Sparkle Boy,Lesléa Newman,desc(isbn_from_words(bookList[i][0])),[],"[['gender', 'roles', 'constancy'], ['perception', 'Gestalt principles', 'similarity'], ['family', 'relationships'], ['acceptance:acceptance'], ['social:bullying'], ['family:sibling relationships']]"
123456789,"Special people,special ways",Arlene Maguire,desc(isbn_from_words(bookList[i][0])),"['similarities/differences', 'children in wheelchairs', 'children with hearing aids']","[['(dis)ability', 'diversity'], ['tolerance:tolerance'], ['language:sign language alphabet'], ['majority of characters are white:majority of characters are white'], ['different:individual differences']]"
123456789,Splat,Jon Burgerman,desc(isbn_from_words(bookList[i][0])),[],"[['perception', 'bold colors'], ['perception:Similarity'], ['perception:common region'], ['humor:humor'], ['creativity:creativity'], ['imagination:imagination']]"
123456789,Stella brings the family,Miriam B. Schiffer,desc(isbn_from_words(bookList[i][0])),"[""we're different but the same""]",
123456789,Strega Nona,Tomie de Paola,desc(isbn_from_words(bookList[i][0])),[],"[['following directions'], ['actions and consequences:actions and consequences']]"
123456789,Strega Nona: her story,Tomie dePaola,desc(isbn_from_words(bookList[i][0])),['help others'],"[['self-acceptance'], ['social:sharing knowledge'], ['language:word learning'], ['social:friendship'], ['family:honoring elders'], ['honoring traditions:honoring traditions']]"
123456789,Talking is not my thing,Rose Robbins,desc(isbn_from_words(bookList[i][0])),[],"[['(dis)ability', 'autism'], ['family'], ['adaptation'], ['cognition', 'cognitive flexibility'], ['understanding'], ['cognition:theory of mind'], ['social:communication difficulties'], ['(dis)ability:nonverbal child and family'], ['support:support']]"
123456789,Tallulah's Tutu,Marilyn Singer,desc(isbn_from_words(bookList[i][0])),['perseverance'],"[['gender', 'norms', 'specific activities'], ['self-confidence'], ['culture:Identity'], ['gender:roles'], ['difficult topics:stereotypes'], ['breaking norms:breaking norms'], ['practice:practice'], ['dream big/following dreams:dream big/following dreams']]"
123456789,Tea rex,molly idle,desc(isbn_from_words(bookList[i][0])),[],
123456789,That Flag,Tameeka Fryer Brown,desc(isbn_from_words(bookList[i][0])),[],"[['different perspectives'], ['race:Race'], ['difficult topics:racism'], ['difficult topics:talking about difficult topics'], ['social:friendship'], ['social:peer relationships'], ['conflict:conflict'], ['social:what brings friends together and separates them'], ['social:social identity theory']]"
123456789,That's not my name,Anoosha Syed,desc(isbn_from_words(bookList[i][0])),['speaking up/standing up for yourself and others'],"[['culture', 'pride'], ['starting school:starting school'], ['culture:pride'], ['pride in name:pride in name'], ['names have meaning:names have meaning'], ['(dis)ability:diversity'], ['social:inclusivity'], ['culture:identity'], ['social:belonging'], ['social:friendship'], ['uniqueness:uniqueness'], ['emotions:empathy']]"
123456789,that's not my penguin,fiona watt,desc(isbn_from_words(bookList[i][0])),[],
123456789,The 1619 Project Born on the Water,Nikole Hannah-Jones and Renee Watson,desc(isbn_from_words(bookList[i][0])),[],"[['culture', 'history', 'heritage'], ['family', 'history'], ['difficult topics:slavery'], ['difficult topics:talking about difficult topics'], ['perception:motion'], ['resilience:resilience'], ['legacy:legacy']]"
123456789,The Alphabet from AAARGH! to ZZZZZZZ,Adam B. Ford,desc(isbn_from_words(bookList[i][0])),[],"[['language', 'sounds and spelling'], ['language:rhyming'], ['language:minimal pairs'], ['language:silly sounds']]"
123456789,the berenstein bears stand up to bullying,Jan and Mike Berenstain,desc(isbn_from_words(bookList[i][0])),"['anxiety/fear', 'speaking up/standing up for yourself and others', 'help others']",
123456789,The Berenstein Bears All Aboard!,Jan and Mike Berenstain,desc(isbn_from_words(bookList[i][0])),[],
123456789,The book with no pictures,B.J. Novak,desc(isbn_from_words(bookList[i][0])),[],
123456789,The Cat In The Hat,Dr. Seuss,desc(isbn_from_words(bookList[i][0])),"['learning to stand up for yourself', 'help others', 'anxiety/fear', 'critical thinking/problem-solving']",
123456789,The chalk garden,Sally Anne Garland,desc(isbn_from_words(bookList[i][0])),[],"[['perception', 'proximity', 'Gestalt principles', 'shadow'], ['growth:growth'], ['persistence:persistence'], ['cognition:creative thinking/solutions']]"
123456789,The cool bean,Jory John,desc(isbn_from_words(bookList[i][0])),"['daily tasks/activities/routines', 'help others']","[['self-acceptance'], ['self-esteem'], ['social:Popularity'], ['change:change'], ['social:friendship'], ['self:being yourself'], ['culture:values']]"
123456789,The Day the Crayons Quit,Drew Daywalt,desc(isbn_from_words(bookList[i][0])),[],"[['perception', 'use of color', 'bold colors'], ['humor'], ['language:adjectives'], ['perception:color'], ['creativity:creativity'], ['cognition:creative thinking/solutions'], ['conflict:conflict'], ['emotions:frustration'], ['culture:identity']]"
123456789,"The First Notes The Story of DO,RE,MI",Julie Andrews & Emma Walton Hamilton,desc(isbn_from_words(bookList[i][0])),[],
123456789,The Girl Who Never Made Mistakes,Mark Pett & Gary Rubinstein,desc(isbn_from_words(bookList[i][0])),['anxiety/fear'],"[['family', 'sibling relationships'], ['perfectionism:Perfectionism'], [""it's okay to make mistakes:it's okay to make mistakes""]]"
123456789,The Giving Tree,Shel Silverstein,desc(isbn_from_words(bookList[i][0])),['giving/sharing'],"[['adaptation'], ['family:Love'], ['family:time'], ['growing up:growing up'], ['selfishness:selfishness'], ['social:friendship'], ['aging:aging'], ['cognition:cause and effect'], ['relationship changes with time:relationship changes with time'], ['social:showing love without using words'], ['social:unconditional love']]"
123456789,The Golden Girls of Rio,Nikkolas Smith,desc(isbn_from_words(bookList[i][0])),['cooperation/working together'],"[['family', 'traditions'], ['persistence'], ['self-confidence'], ['self-esteem'], ['perception:motion perception'], ['social:friendship'], ['female empowerment:female empowerment'], ['(dis)ability:diversity']]"
123456789,The Grouchy Ladybug,Eric Carle,desc(isbn_from_words(bookList[i][0])),[],
123456789,The jolly postman or other people's letters,Janet & Allan Ahlberg,desc(isbn_from_words(bookList[i][0])),[],
123456789,The king of kindergarten,Derrick Barnes,desc(isbn_from_words(bookList[i][0])),['daily tasks/activities/routines'],"[['social', 'sharing'], ['self-confidence'], ['first day of school:first day of school'], ['culture:values'], ['social:making friends'], ['growing up:growing up'], ['culture:pride'], ['social:kindness'], ['bravery:bravery'], ['imagination:imagination']]"
123456789,The light in me sees the light in you,Lori Nichols,desc(isbn_from_words(bookList[i][0])),[],
123456789,"The Little Mouse,the Red Ripe Strawberry,and The Big Hungry Bear",Don & Audrey Wood,desc(isbn_from_words(bookList[i][0])),"['anxiety/fear', 'giving/sharing']",
123456789,the little red stroller,joshua furst,desc(isbn_from_words(bookList[i][0])),['giving/sharing'],"[['family', 'activities', 'structures', 'traditions'], ['emotions', 'emotional expression', 'identifying emotions'], ['(dis)ability:diversity'], ['paying it forward:paying it forward'], ['family:time'], ['imagination:imagination'], ['creativity:creativity'], ['object permanence:object permanence'], ['social:attachment/secure attachment']]"
123456789,The Lorax,Dr. Seuss,desc(isbn_from_words(bookList[i][0])),"['caring for the environment', 'environmental consequences of industrialization and greed']","[['language', 'alliteration', 'word learning'], ['figure-ground segregation'], ['perception', 'relative size'], ['perception:Gestalt principles'], ['perception:similarity'], ['perception:proximity'], ['interconnected habitat:interconnected habitat'], ['math:economics']]"
123456789,the Monster at the end of this Book,Jon Stone,desc(isbn_from_words(bookList[i][0])),"['anxiety/fear', 'determination', 'critical thinking/problem-solving']",
123456789,The Mother's Day Mice,Eve Bunting,desc(isbn_from_words(bookList[i][0])),[],
123456789,The noise inside boys: a story about big feelings,Pete Oswald,desc(isbn_from_words(bookList[i][0])),['light/lighting'],"[['family', 'activities', 'interactions', 'caring for each other'], ['emotions', 'emotional regulation', 'managing emotions'], ['perception', 'relative size', 'changing light'], ['self-acceptance'], ['emotions:recognition of'], ['family:sibling relationships'], ['language:rhyming'], ['perception:texture gradient'], ['perception:motion'], ['perception:color'], ['perception:shadow']]"
123456789,The Princess and the Pony,Kate Beaton,desc(isbn_from_words(bookList[i][0])),['people are multifaceted'],"[['self-concept'], ['everyone has their own skills:everyone has their own skills'], ['difficult topics:challenging stereotypes'], ['multiple ways to be a warrior:multiple ways to be a warrior'], ['difficult topics:stereotypes'], ['difficult topics:prejudices'], ['female empowerment:female empowerment']]"
123456789,The Princess Knight,Cornelia Funke,desc(isbn_from_words(bookList[i][0])),[],
123456789,The queen of kindergarten,Derrick Barnes,desc(isbn_from_words(bookList[i][0])),"['help others', 'daily tasks/activities/routines', 'giving/sharing']","[['self-confidence'], ['first day of school:first day of school'], ['culture:values'], ['social:kindness'], ['creativity:creativity'], ['emotions:empathy']]"
123456789,The Rabbit Listened,Cori Doerrfeld,desc(isbn_from_words(bookList[i][0])),[],
123456789,The Rainbow Fish,Marcus Pfister,desc(isbn_from_words(bookList[i][0])),['Giving/sharing'],"[['moral development'], ['social:friendship'], ['uniqueness:uniqueness'], ['social:belonging'], ['perception:similarity'], ['social:peer relationships'], ['social:bullying']]"
123456789,The real Dada Mother Goose,Jon Scieszka,desc(isbn_from_words(bookList[i][0])),[],"[['multilingual text', 'code-switching'], ['humor:humor'], ['revised nursery rhymes:revised nursery rhymes'], ['language:definitions'], ['cognition:creative thinking/solutions'], ['language:spoonerism'], ['language:word play']]"
123456789,the smart cookie,jory joihn and pete oswald,desc(isbn_from_words(bookList[i][0])),"['anxiety/fear', 'perseverance']","[['emotions', 'managing emotions', 'anxiety'], ['self-concept'], ['self-confidence'], ['self-perception'], ['community:community'], ['culture:identity'], ['knowledge:knowledge'], ['comparison:comparison'], ['inhibition:inhibition'], [""it's okay to make mistakes:it's okay to make mistakes""], ['creativity:creativity'], ['different:embracing differences'], ['leaving comfort zone:leaving comfort zone'], ['different:individual differences'], ['uniqueness:uniqueness'], ['knowledge:knowledge']]"
123456789,The sour grape,Jory John & Pete Oswald,desc(isbn_from_words(bookList[i][0])),[],"[['emotions', 'anger', 'sadness'], ['social', 'kindness'], ['holding a grudge:Holding a grudge'], ['emotions:frustration'], ['fundamental attribution error:fundamental attribution error'], ['language:communication']]"
123456789,The True Story Of The 3 Little Pigs,Jon Scieszka,desc(isbn_from_words(bookList[i][0])),[],
123456789,The Very Hungry Caterpillar,Eric Carle,desc(isbn_from_words(bookList[i][0])),[],"[['discontinuous development'], [""Maslow's hierarchy of needs""], ['perception:Relative size'], ['family:time'], ['math:numbers'], ['growth:growth'], ['growing cycle:growing cycle'], ['food:food'], ['cognition:cause and effect'], ['change:change'], ['perception:texture']]"
123456789,The World Needs More Purple People,Kristen Bell and Benjamin Hart,desc(isbn_from_words(bookList[i][0])),[],
123456789,The worry box,Suzanne Chiew,desc(isbn_from_words(bookList[i][0])),"['Anxiety/fear', 'giving/sharing']","[['bravery'], ['social', 'helping others'], ['family:sibling relationships'], ['social:friendship']]"
123456789,The worst teddy ever,Marcelo Verdad,desc(isbn_from_words(bookList[i][0])),['Daily tasks/activities/routines'],
123456789,Thumbelina,Hans Christian Andersen,desc(isbn_from_words(bookList[i][0])),[],
123456789,To the other side,Erika Meza,desc(isbn_from_words(bookList[i][0])),['anxiety/fear'],"[['family'], ['immigration:Immigration'], ['perception:color'], ['perception:texture gradient'], ['perception:proximity'], ['perception:shadow'], ['family:relationships'], ['dreams:dreams'], ['borders:borders'], ['change:change'], ['transitions:transitions'], ['patience:patience'], ['social:friendship'], ['hope:hope']]"
123456789,tomas and the library lady,pat mora,desc(isbn_from_words(bookList[i][0])),[],
123456789,Two homes,Claire Masurel,desc(isbn_from_words(bookList[i][0])),['daily tasks/activities/routines'],"[['family', 'structures'], ['difficult topics:divorce'], ['two houses but same activities:two houses but same activities'], ['shows the same rooms:shows the same rooms'], ['home:home'], ['social:friendship'], ['social:unconditional love']]"
123456789,two shy pandas,julia jarman & susan varley,desc(isbn_from_words(bookList[i][0])),[],
123456789,Uncle Bobby's Wedding,Sarah S. Brannen,desc(isbn_from_words(bookList[i][0])),[],"[['denial'], ['gay marriage:gay marriage'], ['social:attachment/secure attachment'], ['cognition:cognitive dissonance'], ['acceptance:acceptance']]"
123456789,until someone listens,estela juarez with lissette norman,desc(isbn_from_words(bookList[i][0])),[],"[['multilingual text', 'code-switching'], ['family'], ['immigration:immigration'], ['activism:activism'], ['difficult topics:talking about difficult topics'], ['social:social justice']]"
123456789,Wakanda Forever,Frederick Joseph,desc(isbn_from_words(bookList[i][0])),['help others'],
123456789,We are grateful,Traci Sorell,desc(isbn_from_words(bookList[i][0])),['cooperation/working together'],"[['social', 'connection'], ['culture', 'customs', 'values'], ['family', 'generations', 'history'], ['language:Word learning'], ['first nation:First Nation'], ['emotions:gratitude'], ['culture:traditions'], ['culture:identity'], ['culture:memory'], ['food:food'], ['culture:history'], ['seasons:seasons'], ['seasonal activities:seasonal activities'], ['community:community']]"
123456789,We Don't Eat Our Classmates,Ryan T. Higgins,desc(isbn_from_words(bookList[i][0])),[],"[['social', 'withdrawn rejected child category'], ['starting school:starting school'], ['social:making friends']]"
123456789,"We're Different,We're the same",Sesame Street,desc(isbn_from_words(bookList[i][0])),"['racial/ethnic diversity', ""we're different but the same""]","[['emotions', 'emotional regulation', 'emotional recognition'], ['body', 'image', 'parts', 'shapes and sizes'], ['self-acceptance'], ['self-esteem'], ['comparison:comparison'], ['function of the skin:function of the skin'], ['culture:pride'], ['perception:similarity'], ['different:embracing differences'], ['different:individual differences']]"
123456789,Welcome Mei Su and Other Tales,Gyo Fujikawa,desc(isbn_from_words(bookList[i][0])),[],
123456789,What Are Your Words?,Katherine Locke,desc(isbn_from_words(bookList[i][0])),['biological sex'],"[['(dis)ability', 'diversity'], ['gender', 'diversity', 'fluidity', 'transgender', 'pronoun diversity'], ['biological sex'], ['culture:identity'], ['gender:expression'], ['gender:dysphoria'], ['gender:pronoun diversity'], ['gender:inclusive pronouns'], ['gender:pronouns'], ['gender:pronouns changing over time'], ['psychological condition:psychological condition'], ['intersectionality:intersectionality']]"
123456789,What do you do with an idea?,Kobi Yamada,desc(isbn_from_words(bookList[i][0])),"['perseverance', 'speaking up/standing up for yourself and others']","[['self-confidence'], ['ideas:Ideas'], ['perception:color'], ['perception:motion'], ['cognition:cognition'], ['growth:growth'], ['change:change']]"
123456789,what is family on Sesame Street?,,desc(isbn_from_words(bookList[i][0])),[],"[['family', 'generations', 'activities', 'functions'], ['change'], ['language:rhyming'], ['(dis)ability:diversity'], ['family:relationships'], ['social:staying connected'], ['family:chosen family'], ['perception:continuity'], ['perception:grouping'], ['perspective:perspective']]"
123456789,"What's that noise,this book is calling you",Isabel Minhos Martins and Madlena Matoso,desc(isbn_from_words(bookList[i][0])),['adventure'],"[['perception', 'Gestalt principles', 'engaging multiple senses'], ['language', 'descriptive'], ['perception:tactile sensations'], ['social:friendship']]"
123456789,What's Your Favorite Color?,Eric Carle and Friends,desc(isbn_from_words(bookList[i][0])),[],
123456789,Where The Wild Things Are,Maurice Sendak,desc(isbn_from_words(bookList[i][0])),[],
123456789,Who are you? The kid's guide to gender identity,Brook Pessin-Whedbee,desc(isbn_from_words(bookList[i][0])),[],"[['gender', 'binary', 'spectrum', 'identity'], ['self-expression'], ['gender:expression'], ['(dis)ability:diversity'], ['gender:breaking the binary'], ['gender:fluidity'], ['(dis)ability:diversity'], ['culture:identity'], ['you know best:you know best']]"
123456789,Wink the ninja who wanted to nap,J.C. Phillips,desc(isbn_from_words(bookList[i][0])),['help others'],"[['family', 'caring for each other'], ['self-confidence'], ['social:popularity'], ['culture:pride'], ['imagination:imagination'], ['emotions:frustration']]"
123456789,World Cup Women,Meg Walters,desc(isbn_from_words(bookList[i][0])),['cooperation/working together'],"[['persistence'], ['female empowerment:Female empowerment'], ['family:time'], ['individual strengths:individual strengths']]"
123456789,Yes! No! A first conversation about consent,"Megan Madison,Jessica Ralli,& Isabel Roxas",desc(isbn_from_words(bookList[i][0])),['Bodily autonomy/consent'],
123456789,You Are Enough,Margaret O'Hair,desc(isbn_from_words(bookList[i][0])),"['children in wheelchairs', 'racial/ethnic diversity', 'information about Down syndrome']","[['(dis)ability', 'down syndrome', 'diversity'], ['skin tone'], ['body', 'shapes and sizes'], ['social:Inclusivity'], ['(dis)ability:down syndrome'], ['empowerment:empowerment'], ['skin pigmentation:skin pigmentation'], ['majority of characters are white:majority of characters are white'], ['language:repetition']]"
123456789,you are my i love you,maryann cusimano love,desc(isbn_from_words(bookList[i][0])),[],
123456789,You be you,Jonathan Branfman,desc(isbn_from_words(bookList[i][0])),['understanding the gender spectrum'],"[['gender', 'identity', 'expression', 'binary', 'diversity', 'fluidity', 'identity'], ['self-expression'], ['self-identity'], ['(dis)ability:diversity'], ['culture:identity'], ['you know best:you know best'], ['gender:breaking the binary'], ['sexual attraction spectrum:sexual attraction spectrum'], ['intersectionality:intersectionality'], ['difficult topics:discrimination'], ['difficult topics:stereotypes']]"
123456789,Your name is a song,Jamilah Thompkins Bigelow,desc(isbn_from_words(bookList[i][0])),[],"[['social', 'standing up for yourself and others', 'speaking up for yourself and others'], ['culture', 'pride'], ['rhythm'], ['starting school:starting school'], ['pride in name:pride in name'], ['culture:pride'], ['names have meaning:names have meaning'], ['(dis)ability:diversity'], ['social:inclusivity'], ['social:belonging'], ['cognition:creative thinking/solutions'], ['social:bullying'], ['emotions:emotions'], ['perception:motion'], ['persistence:persistence']]"
123456789,Dress like a girl,Patricia Toht,desc(isbn_from_words(bookList[i][0])),[],"[['language', 'descriptive'], ['gender', 'breaking norms'], ['self-acceptance'], ['self-expression'], ['language:rhyming'], ['dream big/following dreams:dream big/following dreams'], ['perception:motion'], ['language:adjectives'], ['(dis)ability:diversity'], ['self:being yourself']]"
123456789,A grandma's magic,Charlotte Offsay,desc(isbn_from_words(bookList[i][0])),['daily tasks/activities/routines'],"[['family', 'relationships', 'generations'], ['perception:motion perception'], ['family:love']]"
123456789,The upper case: Trouble in capital city,Tara Lazar,desc(isbn_from_words(bookList[i][0])),"['detective story', 'punctuation marks', 'critical thinking/problem-solving']",
123456789,Always Anjali,Sheetal Sheth,desc(isbn_from_words(bookList[i][0])),[],"[['culture'], ['celebration:Celebration'], ['growing up:growing up'], ['different:being different'], ['social:belonging'], ['social:bullying'], ['pride in name:pride in name'], ['emotions:sadness'], ['cognition:creative thinking/solutions'], ['social:friendship'], ['uniqueness:uniqueness']]"
