ISBN,Title,Author,Description,Unformatted Tags,Formatted Tags
9780064430227,Harold and the Purple Crayon,Crockett Johnson,,"['adventure', 'daily tasks/activities/routines', 'critical thinking/problem-solving', 'anxiety/fear']","[['cognition', 'reasoning and decision making skills'], ['perception', 'use of color'], ['cognition:Creative thinking/solutions'], ['language:adjectives'], ['perception:relative size'], ['perception:texture gradient'], ['creativity:creativity'], ['internal motivation to learn:internal motivation to learn'], ['creativity:creativity'], ['cognition:executive function'], ['imagination:imagination'], ['cognition:making decisions']]"
9780761457138,Hero dad,Melinda Hardin,"A child demonstrates that while Dad differs from a traditional superhero,
as an American soldier he is a superhero of a different kind.",[],"[['family', 'structures'], ['military:Military'], ['family:military families'], ['heroism:heroism']]"
9780735264496,Ho'onani Hula Warrior,Heather Gale,,[],"[['multilingual text', 'code-switching'], ['family', 'relationships'], ['language', 'development', 'alliteration'], ['gender', 'binary', 'spectrum'], ['culture', 'traditions', 'sense of culture'], ['perception', 'spotlight effect'], ['self-concept'], ['self-confidence'], ['gender:norms'], ['language:rhyming'], ['support:support'], ['different:sociocultural differences']]"
9780805071030,honk honk goose,april pulley sayre,Two Canada geese start a family.,[],
9780439569842,How Do Dinosaurs Learn to Read?,Jane Yolen & Mark Teague,"Describes how a little dinosaur learn to read, using the toys and other
things around him.","['managing of', 'encouragement to reread', 'determination', 'perseverance']","[['language', 'rhyming', 'glossary', 'pronunciation guide'], ['cognition', 'cause and effect', 'deeper processing'], ['perception', 'motion', 'visual attention'], ['emotions', 'emotional recognition', 'anger'], ['language:word search'], ['language:alphabet'], ['language:learning the alphabet'], ['anthropomorphizing:anthropomorphizing'], ['inspiring children/students:inspiring children/students'], ['patience:patience']]"
9780545153539,how do dinosaurs say happy birthday?,jane yolen & mark teague,,['help others'],"[['social', 'sharing'], ['celebration:Celebration'], ['celebration:birthday'], ['language:rhyming'], ['anthropomorphizing:anthropomorphizing'], ['selfishness:selfishness'], ['manners:manners'], ['social:kindness'], ['tutorial on manners:tutorial on manners']]"
9780688040499,How Much Is A Million?,David M. Schwartz,"This book reveals how big a bowl would be needed to hold a million
goldfish, or how many years it would take to count to a million.",[],"[['language', 'descriptive'], ['math:Number concepts'], ['perception:relative size'], ['perception:Gestalt principles'], ['perception:motion perception'], ['family:time'], ['language:alliteration'], ['math:large number comprehension']]"
9780593428399,How we say I love you,Nicole Chen,,[],"[['culture', 'customs', 'values'], ['multilingual text', 'Mandarin Chinese', 'code-switching'], ['Taiwanese Hokkien'], ['and English'], ['family', 'honoring elders'], ['language:word learning'], ['social:love languages'], ['social:showing love without using words']]"
9780063026926,Hundred years of happiness,Thanhha Lai,,[],"[['family', 'generations', 'caring for each other'], ['culture'], ['memory', 'memory loss'], ['culture:memory'], ['perception:continuity'], ['perception:similarity'], ['aging:aging'], ['language:word learning']]"
9781250842053,I am golden,Eva Chen,"What do you see when you look in the mirror, Mei? Do you see beauty? We see
eyes that point toward the sun, that give us the warmth and joy of a
thousand rays when you smile. We see hair as inky black and smooth as a
peaceful night sky. We see skin brushed with gold. This joyful and lyrical
picture book from New York Times-bestselling author Eva Chen is a moving
ode to the immigrant experience, as well as a manifesto of self-love for
Chinese American children.",['perseverance'],"[['culture', 'heritage'], ['family', 'history'], ['self-concept'], ['different:embracing differences'], ['culture:identity'], ['names have meaning:names have meaning'], ['immigration:immigration'], ['social:isolation'], ['resilience:resilience'], ['celebration:celebration'], ['food:food'], ['multiculturalism:multiculturalism']]"
9781939834096,I am living in 2 homes,Garcelle Beauvais and Sebastian A. Jones,,[],"[['family', 'activities', 'time', 'structures', 'relationships', 'caring for each other'], ['emotions', 'emotional regulation', 'anxiety', 'fear'], ['difficult topics:divorce'], ['family:love'], ['language:rhyming']]"
9780711247451,I Am Not A Label,Cerrie Burnell,"In this stylishly illustrated biography anthology, meet 30 artists,
thinkers, athletes, and activists with disabilities, from past and present.
From Frida Kahlo to Stephen Hawking, find out how these iconic figures have
overcome obstacles, owned their differences, and paved the way for others
by making their bodies and minds work for them. These short biographies
tell the stories of people who have faced unique challenges that have not
stopped them from becoming trailblazers, innovators, advocates, and makers.
Each person is a leading figure in their field, be it sports, science,
math, art, breakdancing, or the world of pop. Challenge your preconceptions
of disability and mental health with the eye-opening stories of these
remarkable people: Ludwig van Beethoven, Gustav Kirchoff, Henri Matisse,
Eliza Suggs, Helen Keller, Frida Kahlo, John Nash, Stephen Hawking, Temple
Grandin, Stevie Wonder, Nabil Shaban, Terry Fox, Peter Dinklage, Wanda Diaz
Merced, Emmanuel Ofosu Yeboah, Dr Victor Pineda, Farida Bedwei, Stella
Young, Lady Gaga, Arunima Sinha, Naoki Higashida, Isabella Spingmuhl
Tejada, Aaron Philip, Catalina Devandas Aguilar, Redouan Ait Chitt, Jonas
Jacobsson, Trischa Zorn, Ade Adepitan, and Nick Jonas.",[],
9781338753882,I Am Ruby Bridges,Ruby Bridges,"""When Ruby Bridges was six years old, she became the first African American
student to integrate an elementary school in the South. Told in the
perspective of her six year old self and based on the pivotal events that
happened in 1960, Ruby tells her story like never before. Embracing her
name and learning that even at six years old she was able to pave the path
for future generations, this is a story full of hope, innocence, and
courage""--",[],"[['competition'], ['race:Race'], ['difficult topics:racism'], ['culture:pride'], [""social:not wanting to hurt other people's feelings""], ['dream big/following dreams:dream big/following dreams']]"
9798723622579,I am stronger than anxiety,Elizabeth Cole,,[],"[['language', 'rhyming'], ['emotions', 'anxiety', 'fear', 'managing emotions'], ['perception:motion']]"
9780307001467,i can fly,ruth krauss,,[],"[['self-acceptance'], ['language:rhyming'], ['animal sounds:animal sounds'], ['self:being yourself']]"
9780399160493,i hear a pickle,rachel isadora,"Children explore their five senses, learning what they can see, smell,
hear, touch, and taste.",[],
9780547401638,I like myself,Karen Beaumont,"High on energy and imagination, this ode to self-esteem encourages kids to
appreciate everything about themselves--inside and out. Messy hair? Beaver
breath? So what Here's a little girl who knows what really matters. At once
silly and serious, Karen Beaumont's joyous rhyming text and David Catrow's
wild illustrations unite in a book that is sassy, soulful--and straight
from the heart.",[],"[['self-acceptance'], ['self-esteem'], ['uniqueness:uniqueness'], ['culture:identity'], ['language:rhyming'], ['perception:motion perception']]"
9781452100043,i scream ice cream,amy krouse rosenthal,"Uses colorful illustrations to demonstrate examples of ""wordles,"" or
wordplay phrases that sound alike but have different meanings, including ""I
see"" and ""icy,"" and ""I scream"" and ""ice cream.""","['managing of', 'cooperation/working together']","[['emotions', 'emotional regulation', 'empathy'], ['language', 'word play', 'word segmentation'], ['social', 'social skills'], ['resolution'], ['cognition:delayed gratification'], ['patience:patience'], ['language:communication'], ['conflict:conflict']]"
9780763655983,I want my hat back,Jon Klassen,"A bear almost gives up his search for his missing hat until he remembers
something important, in a cumulative tale with a mischievous twist.",['help others'],
9781419703362,I'm gonna climb a mountain in my patent leather shoes,Marilyn Singer,,[],"[['family', 'activities', 'time'], ['different environments'], ['self-confidence'], ['self-expression'], ['language:rhyming'], ['leaving comfort zone:leaving comfort zone'], ['female empowerment:female empowerment'], ['family:sibling relationships'], ['imagination:imagination']]"
9781250779960,I'm hungry Tengo Hambre,Angela Dominguez,"When a bluebird comes upon a dinosaur who's down in the dumps, he asks
what's wrong. ""¡Tengo hambre!"" says the dinosaur. I'm hungry! Does the
dinosaur want a banana? ""¿Plátano? No."" Fish? ""¿Pescado? No, gracias.""
Nothing seems to do the trick! What does dinosaur want to eat? This
delightful bilingual picture book is about finding just the right food--and
just the right friend.",['help others'],"[['multilingual text', 'Spanish and English'], ['picky eaters'], ['language:Word learning'], ['social:friendship'], ['cognition:making decisions']]"
9780593352373,"I'm not scared,you're scared",Seth Myers,"From the incomparable host of “Late Night with Seth Meyers” comes a
hilarious new picture book. When you're a bear who is easily scared, it's
hard to have friends. Fortunately, Bear has one: Rabbit, who is very brave.
One day, Rabbit urges Bear to face his fears and embark on an adventure
together. However, things don't entirely go as planned, and the two friends
learn the true meaning of bravery. Equal parts hilarious and touching, this
funny tale of adventure, bravery, and daring rescue will both inspire the
adventurous spirit in all of us and make us laugh along the way. With the
unfailingly witty voice of one of America's favorite comedians, Seth
Meyers's debut picture book is bound for hilarity history.",['anxiety/fear'],
9780590402330,If you give a mouse a cookie,Laura Numeroff,"""If you give a mouse a cookie, he's going to ask for a glass of milk. When
you give him the milk, he'll probably ask you for a straw. . . "". So begins
this delightful story about an energetic mouse and an accommodating little
boy. Full-color illustrations.","['help others', 'Daily tasks/activities/routines']","[['social', 'standing up for yourself and others', 'learning to say no'], ['(dis)ability', 'ADHD'], ['cognition:Cause and effect'], ['perception:motion perception'], ['not finishing what you start:Not finishing what you start']]"
9780060266868,If You Give A Pig A Pancake,Laura Numeroff,,"['help others', 'speaking up/standing up for yourself and others']","[['(dis)ability', 'ADHD'], ['cognition:Cause and effect'], ['perception:motion perception'], ['not finishing what you start:not finishing what you start'], ['social:learning to say no']]"
9780061566349,If you're hoppy,april pulley sayre,"Are you feeling hoppy? Hop hop hop. Like a rabbit? Or a kangaroo? Or a
frog? If the answer is yes, this book will make you happy. If the answer is
no, this book will make you hoppy and happy!",[],
9781934133583,imani's moon,janay brown-wood,"A delightful mix of folklore and fantasy follows Little Imani as she works
up the courage and confidence in herself to achieve big things. Little
Imani is the smallest one in her village. The other children make fun of
her and tell her she's too tiny, that she's an ant, that a meerkat might
stomp her, and that she'll never amount to anything. Imani begins to
believe them. At bedtime, Imani's mama tells her traditional Maasai stories
about the moon goddess Olapa and Anansi the spider. They accomplished the
impossible. Imani's mama tells her that she is the one who needs to believe
if she wants to reach new heights. So Imani sets out to touch the moon. An
unforgettable story about the power of believing in ourselves that is sure
to inspire young readers to reach for their own moons.","['determination', 'perseverance']","[['culture', 'customs'], ['perception', 'proximity', 'motion'], ['multilingual text', 'code-switching'], ['family', 'parent-child relationships'], ['self-confidence'], ['social:bullying'], ['storytelling:storytelling'], ['language:word learning'], ['bravery:bravery'], ['dream big/following dreams:dream big/following dreams'], ['cognition:creative thinking/solutions'], ['celebration:celebration'], ['perception:Gestalt principles'], ['language:sound effects'], ['language:word learning']]"
9780060753467,Is There Really a Human Race?,Jamie Lee Curtis,"Is there really a human race? Is it going on now all over the place? When
did it start? Who said, ""Ready, Set, Go""? Did it start on my birthday? I
really must know. With these questions, our hero's imagination is off and
running. Is the human race an obstacle course? Is it a spirit? Does he get
his own lane? Does he get his own coach? Written with Jamie Lee Curtis's
humor and heart and illustrated with Laura Cornell's worldly wit, Is There
Really a Human Race? Is all about relishing the journey and making good
choices along the way—because how we live and how we love is how we learn
to make the world a better place, one small step at a time.","['competition or having fun?', 'help others']","[['language', 'rhyming', 'literal vs. figurative language'], ['perception', 'motion', 'visual attention'], ['social:understanding your place'], ['search strategies:search strategies']]"
9781534110632,Isabel and her colores go to school,Alexandra Alessandri,,['anxiety/fear'],"[['multilingual text', 'Spanish and English', 'code-switching'], ['language', 'glossary', 'pronunciation guide', 'word learning'], ['perception', 'color'], ['first day of school:First day of school'], ['language:similes'], ['language:metaphors'], ['language:communication'], ['social:friendship'], ['social:belonging'], ['social:making friends'], ['emotions:sadness'], ['creativity:creativity'], ['resilience:resilience'], ['social:finding your place']]"
9780735229860,Islandborn,Junot Díaz,"From New York Times bestseller and Pulitzer Prize winner Junot Díaz comes a
debut picture book about the magic of memory and the infinite power of the
imagination. A 2019 Pura Belpré Honor Book for Illustration Every kid in
Lola's school was from somewhere else. Hers was a school of faraway places.
So when Lola's teacher asks the students to draw a picture of where their
families immigrated from, all the kids are excited. Except Lola. She can't
remember The Island—she left when she was just a baby. But with the help of
her family and friends, and their memories—joyous, fantastical,
heartbreaking, and frightening—Lola's imagination takes her on an
extraordinary journey back to The Island. As she draws closer to the heart
of her family's story, Lola comes to understand the truth of her abuela's
words: “Just because you don't remember a place doesn't mean it's not in
you.” Gloriously illustrated and lyrically written, Islandborn is a
celebration of creativity, diversity, and our imagination's boundless
ability to connect us—to our families, to our past and to ourselves.",[],"[['multilingual text', 'code-switching'], ['perception', 'motion', 'light'], ['culture', 'identity'], ['perception:Gestalt principles'], ['perception:similarity'], ['perception:proximity'], ['perception:grouping'], ['language:similes'], ['good vs. evil:good vs. evil'], ['interesting mix of words and pictures:interesting mix of words and pictures']]"
9781534453654,It's Diwali,Kabir Sehgal & Surishtha Sehgal,,[],"[['culture'], ['celebration:Diwali'], ['celebration:holidays'], ['perception:similarity'], ['perception:color'], ['language:word learning'], ['math:counting'], ['language:rhyming']]"
9780807563731,Jacob's New Dress,Sarah & Ian Hoffman,"Jacob loves playing dress-up, when he can be anything he wants to be. Some
kids at school say he can't wear ""girl"" clothes, but Jacob wants to wear a
dress to school. Can he convince his parents to let him wear what he wants?
This heartwarming story speaks to the unique challenges faced by boys who
don't identify with traditional gender roles.",[],"[['gender', 'identity', 'nonconformity'], ['self-expression'], ['sex roles:sex roles'], ['social:bullying'], ['imagination:imagination'], ['social:friendship'], ['culture:pride']]"
9780152025229,Jazz baby,Lisa Wheeler,Baby and his family make some jazzy music.,[],
9780763690458,Julián is a Mermaid,Jessica Love,"In an exuberant picture book, a glimpse of costumed mermaids leaves one boy
flooded with wonder and ready to dazzle the world. While riding the subway
home from the pool with his abuela one day, Julián notices three women
spectacularly dressed up. Their hair billows in brilliant hues, their
dresses end in fishtails, and their joy fills the train car. When Julián
gets home, daydreaming of the magic he's seen, all he can think about is
dressing up just like the ladies in his own fabulous mermaid costume: a
butter-yellow curtain for his tail, the fronds of a potted fern for his
headdress. But what will Abuela think about the mess he makes -- and even
more importantly, what will she think about how Julián sees himself?
Mesmerizing and full of heart, Jessica Love's author-illustrator debut is a
jubilant picture of self-love and a radiant celebration of individuality.",[],"[['gender', 'roles', 'expression'], ['multilingual text', 'code-switching'], ['self-expression'], ['perception:motion perception'], ['culture:identity'], ['pictures without words:pictures without words'], ['acceptance:acceptance'], ['self:being yourself']]"
9781603420358,Just in case,Yuyi Morales,"If disaster strikes and public services are limited, you want to know that
your family will be taken care of. Learn how to inventory and rotate your
food supply, pack an evacuation kit, maintain communication with loved
ones, and much more. You’ll soon gain the ingenuity and resourcefulness to
get your family through even the most unfortunate circumstances.",['repetitive phrases'],"[['perception', 'visual attention'], ['language', 'word learning', 'phonemes'], ['social:friendship'], ['language:alphabet']]"
9781623542900,Keepunumuk: Weeachumun's Thanksgiving story,"Danielle Greendeer,Anthony Perry and Alexis Bunten","In this Wampanoag story told in a Native tradition, two kids from the
Mashpee Wampanoag tribe learn the story of Weeâchumun (corn) and the first
Thanksgiving. The Thanksgiving story that most Americans know celebrates
the Pilgrims. But without members of the Wampanoag tribe who already lived
on the land where the Pilgrims settled, the Pilgrims would never have made
it through their first winter. And without Weeâchumun (corn), the Native
people wouldn't have helped. An important picture book honoring both the
history and tradition that surrounds the story of the first Thanksgiving.","['help others', 'caring for the environment']","[['culture'], ['difficult topics:colonization'], ['language:word learning'], ['oral storytelling:oral storytelling'], ['first nation:First Nation'], ['celebration:first Thanksgiving']]"
9780316310628,Knight Owl,Christopher Denise,"After achieving his dream of becoming a knight, a small owl protects the
castle from a hungry dragon.","['determination', 'anxiety/fear']",
9781338116946,Knock knock,Tammi Sauer,"Bear settles down for his long winter nap, but his friends have other
ideas.",[],
9780399251566,la princesa and the pea,susan middleton elya,"The Princess and the Pea gets a fresh twist in this charming retelling with
Spanish sprinkled throughout, winner of the Pura Belpré Medal for
Illustration. El príncipe knows this girl is the one for him, but, as
usual, his mother doesn’t agree. The queen has a secret test in mind to see
if this girl is really a princesa, but the prince might just have a sneaky
plan, too . . . Readers will be enchanted by this Latino twist on the
classic story, and captivated by the vibrant art inspired by the culture of
Peru.",['glossary/pronunciation guide'],"[['multilingual text', 'Spanish and English', 'code-switching'], ['language:word learning'], ['language:rhyming'], ['fairy tales:fairy tales']]"
9780671568177,Let me call you sweetheart,Mary Lee Donovan,"It's a minor accident that brings prosecutor Kerry McGrath to the plastic
surgeon's office with her beloved daughter, Robin. But even as the doctor
assures Kerry that her daughter's scars will heal, she spies a familiar-
looking beautiful woman in the waiting room and is seized by an
overpowering sense of deja vu. When, on a return visit, she sees the same
haunting face -- on another woman -- she has an intense flash of
recognition: it's the face of Suzanne Reardon, the ""Sweetheart Murder""
victim, killed more than ten years ago! The case resulted in a guilty
verdict and life sentence for Suzanne's husband, Skip. But for what
possible reason would Dr. Smith be giving his patients the face of a dead
woman? As Kerry immerses herself in a fresh investigation, she is
catapulted into the strange and ominous territory of those so obsessed with
beauty they'll kill for it. Each new piece of evidence she unearths reveals
a disturbing cache of questions. Not only does everyone involved want to
keep the case closed, it's clear somebody will stop at nothing to keep it
sealed forever. As she delves deeper she finds she's wrestling with a force
so sinister that her own life -- and her daughter's -- is threatened with
increasing peril.... Interweaving fascinating characters with deeply
daring, staggeringly unpredictable plot twists, Mary Higgins Clark reminds
us that she is, indeed, America's Queen of Suspense.",[],"[['multilingual text', 'code-switching'], ['family'], ['family:love'], ['affection:affection'], ['language:rhyming'], ['food:food'], ['perception:motion']]"
9781536210606,Let's Play Monsters!,Lucy Cousins,"Inspired by a game she played with her own grandchild, the creator of Maisy
brings her crayon-bright colors to a story that will have little monsters
running for a listen. You be a monster who is green and scary, with sharp
pointy teeth and feet that are hairy. Little Gabriel loves to play
monsters. And his family is happy to oblige, from Josie the hungry beast
(munch, crunch, scrunch!) to Uncle Rufus with horns and a tail (oink oink
moo!), and even Nonna the jelly monster (I’ll gobble you up!). But what
happens when Mom-the-monster comes to eat Gabriel up when it’s time for
bed? Lucy Cousins offers an entertaining and heartwarming celebration of
family as she follows an imaginative child through a day of escalating
giggles to a cozy moment before sleep.",[],
9780544568037,little blue truck,alice schertle,"A bit of muck is no match for the friendly Little Blue Truck! This
bestselling board book now includes a free downloadable party kit.","['help others', 'cooperation/working together']","[['emotions', 'anxiety', 'fear'], ['language:rhyming'], ['language:sound effects'], ['teaching children animal sounds:teaching children animal sounds'], ['social:kindness'], ['social:bullying'], ['cognition:cause and effect'], ['manners:manners'], ['social:friendship']]"
9780759556096,Little messy Marcy Su,Cherie Fu,"Little messy Marcy Su cleans the house to help her mother, but with every
mess she picks up she somehow makes another. Includes Chinese language
lesson.",[],"[['language', 'rhyming', 'development', 'semantic development'], ['multilingual text', 'Mandarin Chinese tones with comparable English examples', 'code-switching'], ['language:word learning'], ['cognition:executive function'], ['inhibition:inhibition'], ['responsibility:responsibility']]"
9780399247675,Little roja riding hood,susan middleton elya,"A smart, snappy, retelling of Little Red Riding Hood, with Spanish
sprinkled throughout Winner of a Pura Belpre Honor for Illustration While
Roja picks flowers on the way to her grandma's, a mean wolf sneaks away
with her cape to surprise Abuelita. But Grandma's no fool and Roja's no
ordinary chica. They send that hungry lobo packing with a caliente
surprise! This spirited retelling of Little Red Riding Hood has accessible
Spanish rhymes and fresh illustrations, with hip cultural details
throughout.",['glossary/pronunciation guide'],"[['multilingual text', 'Spanish and English', 'code-switching'], ['cognition', 'reasoning and decision making skills'], ['language:word learning'], ['language:rhyming'], ['fairy tales:fairy tales'], ['telenovela cultural aspect:telenovela cultural aspect'], ['religious references:religious references'], ['cognition:cognitive development']]"
9781623541712,lola goes to school,anna mc quinn,"Spunky Lola embarks on a new adventure--the first day of school! A
comforting, cheerful read that demystifies the school day for preschoolers
and kindergarteners. Lola and her family prepare for the first day of
school the night before, then get up early, take pictures, and head to
class. Lola puts her things in her cubby, chooses her activities, reads,
plays, and has a snack. Before she knows it, it's time to sing the good-bye
song and rush into Mommy's arms for a warm reunion.",[],
,look,fiona woodcock,,[],"[['language', 'sounds and spelling'], ['cognition:creative thinking/solutions'], ['language:useful for speech pathologist'], ['language:helpful for teaching spelling']]"
9781368078061,Loud Mouse,Cara Mentzel & Idina Menzel,"From writer and teacher Cara Mentzel and her sister, Tony Award-winner
Idina Menzel, comes this stunning picture book about a little mouse finding
her big voice. Dee loves to sing. She sings during her morning yoga. She
even sings while practicing her math facts. She usually sings to herself.
But when her teacher asks everyone to share something with the class, Dee
knows just what to bring: a song. And as Dee sings la, la, la, la,LOUDly in
front of her class for the first time, something extraordinary happens. . .
. Complete with gorgeous illustrations and filled with humor and heart,
Loud Mouse is a clever tale about learning that sometimes your best self is
big, brave, and yes, loud.",['anxiety/fear'],"[['self-confidence'], ['empowerment:empowerment'], ['social:finding your voice'], ['change:change'], ['leaving comfort zone:leaving comfort zone'], ['language:adjectives'], ['perception:motion'], ['perception:color'], ['language:similes'], ['different:being different'], ['puberty:puberty']]"
9781542006200,Love made me more,Colleen Rowan Kosinski,,[],"[['family', 'generations'], ['growing up:Growing up'], ['change:change'], ['major life events:major life events'], ['transitions:transitions'], ['relationship changes with time:relationship changes with time']]"
9780920668375,Love You Forever,Robert Munsch,"A young woman holds her newborn son And looks at him lovingly. Softly she
sings to him: ""I'll love you forever I'll like you for always As long as
I'm living My baby you'll be."" So begins the story that has touched the
hearts of millions worldwide. Since publication in l986, Love You Forever
has sold more than 15 million copies in paperback and the regular hardcover
edition (as well as hundreds of thousands of copies in Spanish and French).
Firefly Books is proud to offer this sentimental favorite in a variety of
editions and sizes: We offer a trade paper and laminated hardcover edition
in a 8"" x 8"" size. In gift editions we carry: a slipcased edition (8 1/2"" x
8 1/4""), with a laminated box and a cloth binding on the book and a 10"" x
10"" laminated hardcover with jacket. And a Big Book Edition, 16"" x 16"" with
a trade paper binding.",[],"[['family', 'parent-child relationships'], ['childhood'], ['adulthood'], ['growth:growth'], ['change:change'], ['puberty:puberty']]"
9781499807769,Maiden & Princess,Daniel Haack & Isabel Galupo,"In this modern fairy tale, a strong, brave maiden is invited to attend the
prince's royal ball, but at the dance, she ends up finding true love in a
most surprising place. ""The prince is smart and strong,"" she confided in
her mother. ""But if I'm being honest, I see him as a brother."" Her mother
said, ""Just go! And have a bit of fun. The prince might not be right, but
you could meet the one."" Once in a faraway kingdom, a strong, brave maiden
is invited to attend the prince's royal ball, but she's not as excited to
go as everyone else. After her mother convinces her to make an appearance,
she makes a huge impression on everyone present, from the villagers to the
king and queen, but she ends up finding true love in a most surprising
place. This book is published in partnership with GLAAD to accelerate LGBTQ
inclusivity and acceptance.",[],"[['gender', 'roles', 'breaking the binary'], ['sex-typing'], ['sexual attraction spectrum:sexual attraction spectrum'], ['acceptance:acceptance'], ['support:support'], ['gender:norms'], ['family:love'], ['gay marriage:gay marriage'], ['sex roles:sex roles'], ['language:rhyming'], ['culture:identity']]"
9780544357693,Maybe Something Beautiful,Isabel Campoy and Theresa Howell,"What good can a splash of color do in a community of gray? As Mira and her
neighbors discover, more than you might ever imagine Based on the true
story of the Urban Art Trail in San Diego, California, Maybe Something
Beautiful reveals how art can inspire transformation--and how even the
smallest artists can accomplish something big. Pick up a paintbrush and
join the celebration",[],
9781911171539,Me and my fear,Francesca Sanna,"""With its warm palette and gentle scenes of the worried child being
comforted, this book could function as a sequel to Sanna's astounding debut
picture book, The Journey, which recounted a family's dangerous flight from
their home in a war zone. Sanna provides an empathetic exploration of the
adjustment to a new land that all migrants experience.""--New York Times
Book Review “Authentic and immediate, the first-person narration draws in
readers and reveals just how easily fear can become overwhelming and
isolating, but can also be controlled when feelings are shared and through
comfort found in friendship. ­Like Sanna’s The Journey, this book about an
immigrant’s experiences tackles a tough topic with honesty, empathy, and a
sense of hopefulness.”—School Library Journal, STARRED REVIEW “This follow-
up to The Journey about a refugee family fleeing a war-torn homeland,
focuses on the young daughter’s apprehension as she adjusts to life in a
new country and a new school.”—The Horn Book Review ""[...] this creative
depiction shows how friendship, empathy, and connection can help bring the
overwhelming down to size for all."" —Publishers Weekly, STARRED REVIEW “A
universal book that can be used to explain fear to readers and give empathy
to those in a new environment.” —Kirkus Reviews “It will be a familiar
story for many children, but the girl’s specific fears about language and
difference might make this useful for discussions about newcomers as well.”
—Booklist When a young immigrant girl has to travel to a new country and
start at a new school, she is accompanied by her Fear who tells her to be
alone and afraid, growing bigger and bigger every day with questions like
""how can you hope to make new friends if you don't understand their
language?"" But this little girl is stronger than her Fear. A heart-warming
and timely tale from the bestselling author and illustrator of The Journey,
this book shows us the importance of sharing your Fear with others--after
all, everyone carries a Fear with them, even if it's small enough to fit
into their pocket!",['anxiety/fear'],"[['emotions', 'anxiety', 'fear'], ['social:realizing others have fear']]"
9780763633134,"Minnies Diner,a multiplying menu",Dayle Anne Dodds,"""The concept of doubling goes down easy in this combination of
multiplication facts, rhyme, humor — and diner food."" — The Horn Book Down
on the farm one morning, Papa McFay orders his sons to hop to their chores.
But from Minnie’s kitchen wafts a smell that gets the boys itchin’, and one
by one, they succumb to the call of that sweet aroma. Each brother arrives
at Minnie’s twice as hungry as his brother before — and looking for twice
as much grub. Will they be in double trouble when Papa McFay tracks them
down? With singsong rhythms and comical illustrations spiced with flavor,
Dayle Ann Dodds and John Manders serve up a humorous lesson in
multiplication.","['daily tasks/activities/routines', 'lots of rhyming']","[['math', 'basic math', 'doubling'], ['language:word play'], ['language:rhyming']]"
9780374351311,music class today,david weinstone,"A group of toddlers enjoys a lively music class including, at last, one
very shy two-year-old boy.",[],
9780764109959,My family's changing,Pat Thomas,"Explains divorce in simple terms and addresses the normal fears, worries,
and questions that children have when families break up",['help others'],"[['family', 'structures'], ['emotions', 'anger', 'sadness', 'confusion'], ['difficult topics:Divorce'], ['family:love'], ['change:change'], ['transitions:transitions']]"
9780525429166,My Friend Maggie,Hannah E. Harrison,"A sweet and heart-tugging story about bullying, friendship, and fitting in,
perfect for readers of Stand Tall, Molly Lou Melon Paula and Maggie have
been friends forever. Paula thinks Maggie is the best—until mean girl
Veronica says otherwise. Suddenly, Paula starts to notice that Maggie is
big and clumsy, and her clothes are sort of snuggish. Rather than sticking
up for Maggie, Paula ignores her old friend and plays with Veronica
instead. Luckily, when Veronica turns on Paula, Maggie’s true colors shine
through. This moving friendship story has all the heart and emotion of The
Giving Tree and Kevin Henkes's Chrysanthemum. The gorgeous artwork and
important message make this a book to treasure. It’s truly a classic in the
making.",[],
9780972365802,My Hair Is Poofy & That's Okay,Nikkolas Smith,Children's Book showing that Character defines you; not your hair style.,[],
9781250057112,My name is Yoon,Helen Recorvits,,[],"[['language', 'word learning', 'differences'], ['culture', 'differences'], ['family', 'pride'], ['language:alphabet'], ['language:meaning'], ['immigration:immigration'], ['leaving comfort zone:leaving comfort zone'], ['starting at a new school:starting at a new school'], ['imagination:imagination'], ['creativity:creativity'], ['names have meaning:names have meaning'], ['social:friendship']]"
9781534486003,my pet feet,josh funk & billy yong,"After awakening to find that her pet ferret is now pet feet, a young girl
discovers that the letter ""R"" has disappeared and its absence is causing
chaos throughout her town.",[],
,my storee,paul russell and aska,,[],"[['(dis)ability', 'dyslexia'], ['imagination'], ['knowledge'], ['education'], ['acceptance'], ['understanding'], ['uniqueness:uniqueness']]"
9780593109915,My Town Mi Pueblo,Nicholas Solis,"In this bilingual picture book, cousins from opposite sides of the border
visit each other’s towns and delight in their similarities and differences.
Two cousins live in two towns, separated by a river. But there is also a
bigger divide—the US-Mexico border—which means they live in different
countries. On the girl’s side, English is the main language, and on the
boy’s it’s Spanish. The cousins love their towns, and they love visiting
each other’s, where they notice some things are the same and some are
wonderfully different, adding up to a vibrant world full of even more
possibilities. Author Nicholas Solis shows how border towns are special
places, beautiful and dynamic, because two cultures can be better than
one—and both cultures should be equally treasured and respected.",['Similarities/differences'],"[['social', 'connection', 'identity'], ['culture', 'customs', 'heritage', 'differences', 'competence'], ['multilingual text', 'Spanish and English'], ['family'], ['language:word learning'], ['community:community'], ['borders:borders'], ['culture:identity'], ['culture:similarities'], ['culture:differences'], ['cognition:awareness'], ['knowledge:knowledge'], ['skills:skills']]"
9781250823946,Nana Loves You More,Jimmy Fallon,"NANA loves you more! How much does Nana love you? More than the moon? More
than the stars?More than all of the planets by far! Jimmy Fallon, one of
the most popular entertainers in the world, will tell you just how deep a
Nana's love runs.",[],
